,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_level
7918,Arizona,No,1,Master and Above,Unemployed,M,Suburban,Married,4,Agent,SUV,1,P,1
7919,Washington,No,2,Bachelor,Employed,M,Urban,Married,3,Branch,SUV,2,P,3
7920,Washington,No,1,Bachelor,Unemployed,F,Suburban,Single,2,Agent,Two-Door Car,2,P,2
7921,California,No,1,Bachelor,Employed,M,Suburban,Single,3,Web,SUV,2,C,3
7922,Nevada,No,2,High School or Below,Unemployed,M,Suburban,Single,4,Call Center,Luxury Car,2,P,3
7923,Washington,Yes,2,Master and Above,Unemployed,F,Suburban,Single,1,Branch,Luxury Car,2,C,2
7924,California,No,2,High School or Below,Employed,M,Suburban,Married,1,Branch,Four-Door Car,2,C,1
7925,Arizona,No,1,High School or Below,Employed,F,Urban,Married,4,Call Center,Four-Door Car,2,P,2
7926,Washington,No,1,High School or Below,Employed,F,Suburban,Married,2,Agent,Two-Door Car,2,P,2
7927,Arizona,No,1,High School or Below,Other,M,Suburban,Single,1,Branch,Two-Door Car,2,P,1
7928,Oregon,No,1,Bachelor,Other,M,Suburban,Married,1,Agent,SUV,2,P,3
7929,Nevada,No,1,High School or Below,Employed,M,Rural,Married,2,Branch,Four-Door Car,2,C,3
7930,Arizona,No,1,High School or Below,Other,F,Suburban,Single,1,Agent,Luxury Car,2,P,1
7931,California,No,1,Bachelor,Employed,F,Urban,Married,3,Call Center,Two-Door Car,2,P,1
7932,Arizona,Yes,2,College,Employed,M,Suburban,Married,1,Branch,Four-Door Car,2,P,2
7933,California,No,1,High School or Below,Employed,F,Urban,Married,1,Branch,Luxury Car,2,P,3
7934,Nevada,No,2,Bachelor,Employed,F,Urban,Married,1,Call Center,Four-Door Car,2,P,3
7935,California,No,1,High School or Below,Employed,F,Suburban,Married,3,Agent,Four-Door Car,3,P,2
7936,Arizona,No,1,Bachelor,Employed,F,Urban,Married,2,Call Center,Four-Door Car,2,P,3
7937,Oregon,No,1,Bachelor,Employed,M,Urban,Single,1,Agent,Four-Door Car,2,P,1
7938,Arizona,No,1,College,Unemployed,M,Suburban,Single,3,Agent,Four-Door Car,3,P,3
7939,Arizona,No,1,College,Other,F,Rural,Married,1,Agent,Two-Door Car,2,P,3
7940,Arizona,No,1,Bachelor,Employed,F,Suburban,Married,2,Web,Four-Door Car,3,P,3
7941,California,No,2,College,Employed,F,Suburban,Married,1,Agent,Four-Door Car,1,P,3
7942,Washington,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,2
7943,California,No,3,High School or Below,Employed,M,Suburban,Single,3,Call Center,Luxury Car,2,P,3
7944,Oregon,No,2,High School or Below,Employed,F,Urban,Married,2,Agent,Four-Door Car,2,P,3
7945,Nevada,No,1,Bachelor,Employed,M,Rural,Married,4,Call Center,SUV,1,C,3
7946,California,No,1,College,Unemployed,F,Suburban,Single,1,Web,Four-Door Car,1,C,1
7947,Oregon,No,2,Master and Above,Employed,F,Urban,Married,1,Branch,Four-Door Car,2,P,3
7948,Nevada,No,2,High School or Below,Employed,F,Urban,Married,3,Call Center,SUV,1,P,3
7949,Washington,No,1,Bachelor,Employed,F,Suburban,Single,1,Agent,Two-Door Car,2,P,2
7950,Washington,No,1,High School or Below,Employed,F,Suburban,Single,1,Branch,Two-Door Car,2,C,3
7951,California,No,2,Bachelor,Unemployed,M,Suburban,Married,1,Agent,SUV,1,P,1
7952,Oregon,No,1,College,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
7953,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,3,Call Center,Four-Door Car,2,P,2
7954,Nevada,No,1,Bachelor,Employed,F,Suburban,Married,2,Agent,Two-Door Car,2,P,3
7955,Arizona,No,1,Bachelor,Employed,M,Urban,Single,2,Branch,Four-Door Car,2,C,3
7956,Arizona,No,1,College,Unemployed,F,Suburban,Single,2,Call Center,SUV,2,P,3
7957,Arizona,No,3,High School or Below,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,2,C,1
7958,Arizona,No,3,College,Other,F,Rural,Married,1,Web,Four-Door Car,2,P,1
7959,California,No,2,College,Employed,F,Suburban,Married,1,Branch,Luxury Car,2,P,1
7960,Oregon,No,1,Bachelor,Employed,F,Suburban,Married,2,Call Center,Four-Door Car,1,P,2
7961,Oregon,No,2,Master and Above,Employed,M,Rural,Married,2,Agent,Two-Door Car,2,P,3
7962,Nevada,No,1,Master and Above,Other,M,Urban,Married,2,Call Center,Four-Door Car,2,P,3
7963,California,No,1,College,Employed,M,Urban,Married,2,Call Center,Four-Door Car,1,P,2
7964,Washington,No,1,Bachelor,Employed,M,Rural,Single,4,Branch,Four-Door Car,2,P,3
7965,Arizona,Yes,1,Bachelor,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,P,3
7966,Oregon,No,1,Bachelor,Employed,M,Suburban,Married,2,Call Center,Four-Door Car,2,P,3
7967,Nevada,No,1,Bachelor,Employed,M,Suburban,Married,2,Branch,Two-Door Car,1,C,3
7968,California,No,2,Bachelor,Employed,M,Suburban,Single,2,Agent,Four-Door Car,1,P,1
7969,California,No,2,Master and Above,Employed,F,Rural,Married,4,Branch,Two-Door Car,2,C,2
7970,Oregon,No,1,Master and Above,Employed,F,Suburban,Married,3,Call Center,Two-Door Car,1,P,3
7971,Oregon,No,1,College,Unemployed,M,Suburban,Single,1,Agent,Luxury Car,3,P,3
7972,Arizona,Yes,1,Bachelor,Employed,M,Rural,Married,2,Call Center,Four-Door Car,2,C,2
7973,Arizona,No,2,High School or Below,Unemployed,M,Suburban,Married,3,Call Center,Four-Door Car,2,P,1
7974,California,Yes,2,High School or Below,Employed,F,Suburban,Single,2,Agent,Four-Door Car,2,P,2
7975,Oregon,No,1,College,Unemployed,F,Rural,Married,2,Agent,SUV,2,C,3
7976,California,No,1,Bachelor,Employed,M,Suburban,Single,3,Web,Two-Door Car,2,P,2
7977,Washington,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,1
7978,California,No,1,College,Employed,F,Suburban,Married,2,Branch,Luxury Car,3,P,3
7979,Oregon,No,3,High School or Below,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,3
7980,Arizona,No,1,College,Employed,M,Urban,Single,1,Branch,Four-Door Car,2,P,3
7981,California,No,1,College,Unemployed,M,Suburban,Single,1,Web,Four-Door Car,2,P,3
7982,Washington,No,2,College,Employed,F,Urban,Married,2,Call Center,SUV,2,P,1
7983,Washington,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,2,P,2
7984,Nevada,Yes,1,Master and Above,Employed,M,Rural,Single,1,Agent,Four-Door Car,3,P,3
7985,Nevada,No,1,Bachelor,Employed,F,Urban,Single,3,Agent,Luxury Car,1,C,1
7986,California,No,3,Bachelor,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,P,2
7987,Oregon,No,1,Bachelor,Employed,M,Urban,Single,1,Agent,Two-Door Car,2,P,2
7988,Arizona,No,1,College,Employed,F,Urban,Married,1,Branch,Four-Door Car,2,P,3
7989,Oregon,No,1,College,Unemployed,F,Suburban,Single,3,Branch,Luxury Car,2,S,3
7990,Oregon,Yes,3,Bachelor,Other,F,Suburban,Married,1,Agent,Luxury Car,2,P,3
7991,California,Yes,1,College,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,3
7992,Nevada,No,2,Bachelor,Employed,M,Rural,Married,1,Agent,Four-Door Car,2,P,2
7993,Arizona,No,2,College,Employed,M,Rural,Married,2,Branch,Four-Door Car,2,P,1
7994,Washington,No,3,High School or Below,Other,F,Suburban,Single,2,Web,Four-Door Car,2,P,1
7995,California,No,2,Bachelor,Employed,M,Rural,Married,1,Agent,Four-Door Car,2,P,3
7996,California,No,1,College,Other,F,Suburban,Married,2,Branch,Four-Door Car,2,P,3
7997,Oregon,No,1,High School or Below,Other,F,Suburban,Married,2,Branch,Luxury Car,2,P,3
7998,Oregon,No,1,College,Other,F,Suburban,Single,1,Call Center,Four-Door Car,1,P,3
7999,California,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Branch,Two-Door Car,2,P,3
8000,California,Yes,1,High School or Below,Employed,M,Suburban,Single,2,Web,SUV,2,P,3
8001,Arizona,No,2,College,Unemployed,F,Suburban,Single,1,Branch,SUV,2,C,3
8002,Oregon,Yes,1,College,Other,M,Suburban,Single,1,Agent,Two-Door Car,2,P,3
8003,Nevada,Yes,1,Bachelor,Other,M,Suburban,Married,1,Branch,Luxury Car,3,P,2
8004,California,No,2,High School or Below,Employed,F,Urban,Married,1,Branch,Four-Door Car,3,S,2
8005,California,No,2,Bachelor,Unemployed,M,Suburban,Single,3,Branch,Four-Door Car,2,P,1
8006,Washington,Yes,2,Master and Above,Unemployed,F,Suburban,Married,1,Agent,Four-Door Car,2,P,3
8007,Oregon,No,2,High School or Below,Employed,M,Suburban,Married,4,Branch,Four-Door Car,1,P,3
8008,California,No,1,High School or Below,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
8009,Washington,No,2,Bachelor,Unemployed,F,Suburban,Married,3,Call Center,SUV,2,P,2
8010,California,No,1,High School or Below,Unemployed,F,Suburban,Married,1,Branch,SUV,1,C,2
8011,California,No,2,High School or Below,Employed,M,Urban,Married,4,Agent,Four-Door Car,2,P,1
8012,Oregon,No,2,College,Unemployed,F,Suburban,Single,1,Web,Four-Door Car,2,P,3
8013,Washington,No,1,High School or Below,Employed,M,Suburban,Married,2,Call Center,Four-Door Car,2,P,1
8014,California,No,2,High School or Below,Employed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,1
8015,Washington,No,1,College,Employed,M,Suburban,Married,4,Branch,SUV,2,P,2
8016,California,Yes,1,College,Other,F,Suburban,Single,1,Agent,SUV,1,P,2
8017,Oregon,No,1,Bachelor,Employed,F,Suburban,Married,1,Agent,Four-Door Car,1,P,1
8018,Washington,Yes,2,High School or Below,Other,F,Suburban,Married,2,Agent,Four-Door Car,3,P,3
8019,Arizona,No,2,Bachelor,Unemployed,M,Suburban,Single,1,Branch,Two-Door Car,2,P,1
8020,California,No,1,Bachelor,Employed,M,Urban,Married,2,Branch,Four-Door Car,2,P,2
8021,California,No,2,High School or Below,Employed,M,Urban,Married,2,Call Center,Four-Door Car,2,P,3
8022,Arizona,No,2,Bachelor,Employed,F,Suburban,Single,3,Agent,SUV,3,P,2
8023,Nevada,No,2,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Luxury Car,1,S,2
8024,Nevada,No,3,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Two-Door Car,2,C,3
8025,Nevada,No,1,High School or Below,Employed,F,Urban,Single,1,Web,SUV,1,P,3
8026,California,No,1,Master and Above,Unemployed,F,Rural,Married,4,Agent,Four-Door Car,3,C,3
8027,Arizona,No,3,College,Employed,M,Suburban,Married,1,Web,Four-Door Car,2,P,3
8028,California,No,2,Bachelor,Unemployed,F,Rural,Married,2,Call Center,SUV,3,P,1
8029,California,Yes,1,Bachelor,Employed,M,Suburban,Single,2,Call Center,Two-Door Car,1,P,1
8030,Arizona,No,1,High School or Below,Other,F,Rural,Single,1,Agent,Two-Door Car,2,P,3
8031,Nevada,No,3,High School or Below,Unemployed,M,Suburban,Married,4,Web,SUV,2,C,2
8032,Oregon,No,2,College,Employed,F,Urban,Single,1,Agent,Four-Door Car,2,S,2
8033,Nevada,No,1,College,Employed,M,Suburban,Married,3,Call Center,SUV,3,P,1
8034,Nevada,No,3,Bachelor,Employed,F,Urban,Married,2,Agent,Two-Door Car,2,P,1
8035,Oregon,No,2,College,Employed,F,Suburban,Married,4,Call Center,Two-Door Car,1,P,3
8036,California,No,3,High School or Below,Unemployed,M,Suburban,Married,3,Call Center,Four-Door Car,2,P,3
8037,Arizona,No,3,College,Unemployed,F,Suburban,Married,1,Branch,Four-Door Car,3,P,3
8038,California,No,2,High School or Below,Unemployed,F,Suburban,Single,2,Branch,Two-Door Car,2,C,3
8039,Washington,No,1,Master and Above,Other,M,Suburban,Married,3,Web,Two-Door Car,1,C,3
8040,Arizona,No,2,Bachelor,Employed,M,Suburban,Married,3,Call Center,Luxury Car,2,P,1
8041,California,No,2,Master and Above,Employed,M,Urban,Married,2,Web,Four-Door Car,2,P,3
8042,Nevada,No,2,High School or Below,Other,F,Suburban,Married,2,Branch,Four-Door Car,2,C,1
8043,Oregon,No,2,Master and Above,Unemployed,F,Rural,Married,1,Agent,Two-Door Car,2,P,2
8044,Arizona,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Web,Two-Door Car,2,P,3
8045,California,No,2,Master and Above,Employed,F,Rural,Married,4,Agent,Four-Door Car,3,P,1
8046,Oregon,No,2,Bachelor,Employed,M,Suburban,Single,2,Branch,Two-Door Car,2,C,3
8047,Arizona,Yes,1,High School or Below,Employed,F,Suburban,Married,2,Agent,Two-Door Car,3,P,2
8048,California,No,1,High School or Below,Other,M,Urban,Married,4,Call Center,Four-Door Car,2,P,2
8049,Oregon,No,1,Bachelor,Unemployed,M,Urban,Married,3,Call Center,Four-Door Car,2,P,1
8050,California,No,1,High School or Below,Employed,F,Suburban,Single,4,Call Center,Four-Door Car,3,C,3
8051,California,No,3,College,Employed,F,Rural,Married,1,Web,Four-Door Car,2,P,1
8052,Oregon,No,1,College,Unemployed,F,Suburban,Single,2,Agent,Four-Door Car,1,P,3
8053,California,No,2,Bachelor,Employed,M,Rural,Married,2,Agent,Four-Door Car,2,P,2
8054,Arizona,No,1,College,Unemployed,F,Suburban,Single,1,Web,Two-Door Car,2,P,1
8055,Arizona,No,2,Bachelor,Unemployed,F,Suburban,Single,2,Agent,Four-Door Car,3,P,2
8056,Nevada,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,C,1
8057,Arizona,No,1,College,Employed,F,Rural,Single,1,Call Center,Luxury Car,2,P,3
8058,Nevada,Yes,1,Master and Above,Other,F,Urban,Married,1,Agent,Two-Door Car,2,S,3
8059,California,No,1,College,Employed,F,Suburban,Married,2,Call Center,SUV,3,P,3
8060,California,No,3,High School or Below,Employed,F,Suburban,Single,1,Web,Four-Door Car,2,P,3
8061,California,Yes,1,Bachelor,Other,M,Suburban,Married,1,Branch,Four-Door Car,2,P,3
8062,Arizona,No,3,Bachelor,Unemployed,F,Suburban,Single,1,Web,Four-Door Car,1,P,2
8063,California,No,2,Bachelor,Employed,F,Suburban,Married,3,Branch,SUV,2,P,2
8064,California,No,1,High School or Below,Employed,M,Suburban,Married,4,Branch,Luxury Car,2,C,3
8065,Oregon,Yes,1,High School or Below,Unemployed,F,Suburban,Single,2,Agent,Four-Door Car,2,P,1
8066,Washington,No,1,Master and Above,Employed,M,Suburban,Single,1,Web,Four-Door Car,1,P,1
8067,California,Yes,1,Master and Above,Employed,M,Rural,Single,2,Branch,Four-Door Car,1,C,2
8068,Oregon,No,1,Bachelor,Employed,M,Rural,Married,3,Branch,Four-Door Car,2,P,2
8069,Oregon,No,1,Bachelor,Other,F,Suburban,Married,3,Call Center,Two-Door Car,1,S,2
8070,Nevada,No,1,Bachelor,Employed,M,Rural,Married,3,Call Center,Four-Door Car,1,C,2
8071,Oregon,No,1,High School or Below,Employed,F,Rural,Single,3,Agent,Two-Door Car,2,C,3
8072,Oregon,No,2,Bachelor,Employed,F,Rural,Single,2,Call Center,SUV,1,P,2
8073,Nevada,No,1,College,Other,M,Suburban,Married,3,Web,Four-Door Car,3,P,3
8074,Oregon,No,1,High School or Below,Unemployed,M,Suburban,Married,2,Branch,Four-Door Car,3,C,1
8075,Nevada,No,1,College,Other,M,Suburban,Married,4,Agent,Four-Door Car,3,P,2
8076,California,No,1,College,Employed,F,Suburban,Single,1,Web,Luxury Car,3,S,2
8077,Nevada,No,1,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,C,3
8078,Oregon,No,1,Bachelor,Other,M,Suburban,Married,3,Agent,SUV,2,P,1
8079,Oregon,No,1,Bachelor,Employed,M,Suburban,Married,4,Branch,Luxury Car,2,C,2
8080,California,Yes,2,High School or Below,Unemployed,M,Suburban,Married,1,Agent,SUV,2,P,2
8081,Oregon,Yes,1,College,Employed,F,Urban,Married,2,Agent,Four-Door Car,2,P,1
8082,California,No,1,College,Unemployed,M,Suburban,Married,2,Web,Luxury Car,2,P,3
8083,Arizona,No,3,High School or Below,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,2
8084,Oregon,No,2,High School or Below,Employed,F,Rural,Married,3,Branch,Two-Door Car,3,P,2
8085,California,No,1,High School or Below,Employed,F,Suburban,Married,2,Call Center,Four-Door Car,1,P,3
8086,California,No,2,Bachelor,Unemployed,F,Suburban,Single,2,Branch,Luxury Car,1,C,1
8087,California,No,1,Bachelor,Employed,M,Rural,Married,4,Branch,Four-Door Car,2,P,3
8088,Nevada,Yes,1,Master and Above,Employed,F,Suburban,Single,2,Branch,SUV,3,C,2
8089,California,No,2,Bachelor,Employed,M,Urban,Married,3,Agent,Four-Door Car,1,P,3
8090,California,No,1,Master and Above,Employed,F,Rural,Married,2,Web,Four-Door Car,2,P,2
8091,California,No,2,Bachelor,Employed,F,Urban,Married,1,Agent,Four-Door Car,3,C,3
8092,California,No,2,College,Other,M,Suburban,Married,4,Web,Two-Door Car,2,C,3
8093,Arizona,No,1,High School or Below,Employed,F,Suburban,Married,2,Call Center,Two-Door Car,2,P,3
8094,Oregon,No,2,Master and Above,Employed,F,Suburban,Married,2,Call Center,Four-Door Car,2,P,3
8095,California,No,1,Bachelor,Unemployed,F,Urban,Single,1,Branch,SUV,2,P,3
8096,Oregon,No,1,College,Employed,M,Urban,Married,1,Agent,Four-Door Car,2,P,3
8097,Arizona,Yes,1,College,Employed,F,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
8098,Oregon,No,1,Bachelor,Employed,F,Urban,Married,2,Agent,Four-Door Car,2,P,3
8099,California,Yes,3,Bachelor,Employed,F,Suburban,Single,2,Agent,Luxury Car,2,P,3
8100,Oregon,No,3,College,Employed,F,Urban,Married,1,Agent,Four-Door Car,2,P,3
8101,Washington,No,2,Bachelor,Employed,M,Urban,Married,4,Web,SUV,2,P,1
8102,Arizona,No,2,College,Other,M,Suburban,Single,1,Branch,Two-Door Car,2,P,3
8103,Oregon,No,2,College,Unemployed,M,Suburban,Single,2,Branch,SUV,1,P,2
8104,Washington,Yes,1,Bachelor,Other,M,Suburban,Single,1,Agent,Four-Door Car,2,P,2
8105,Arizona,No,3,Bachelor,Unemployed,F,Suburban,Single,3,Agent,SUV,2,P,2
8106,Oregon,Yes,1,High School or Below,Other,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
8107,California,Yes,2,College,Employed,M,Suburban,Single,2,Agent,Luxury Car,1,P,3
8108,Nevada,No,1,Bachelor,Other,F,Suburban,Single,1,Call Center,Four-Door Car,1,P,2
8109,Oregon,No,1,College,Employed,F,Urban,Single,3,Web,Two-Door Car,2,P,2
8110,California,No,2,College,Employed,M,Suburban,Married,4,Branch,Four-Door Car,2,C,2
8111,Oregon,No,1,High School or Below,Employed,F,Suburban,Married,4,Call Center,SUV,2,P,3
8112,California,No,1,Bachelor,Employed,M,Urban,Single,3,Agent,SUV,3,P,2
8113,California,No,1,Master and Above,Employed,F,Suburban,Single,4,Branch,Four-Door Car,2,P,3
8114,California,No,2,High School or Below,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,3,C,2
8115,California,No,1,College,Employed,M,Urban,Married,4,Web,SUV,1,P,1
8116,Oregon,No,1,College,Employed,F,Urban,Married,2,Call Center,Two-Door Car,2,P,3
8117,Oregon,No,1,College,Other,F,Suburban,Married,2,Agent,Four-Door Car,2,P,3
8118,California,No,2,High School or Below,Other,M,Suburban,Married,4,Branch,Two-Door Car,3,P,3
8119,Oregon,No,1,High School or Below,Employed,M,Rural,Married,2,Branch,SUV,2,C,3
8120,California,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Call Center,Four-Door Car,2,P,2
8121,Oregon,No,2,High School or Below,Other,F,Suburban,Married,1,Call Center,Four-Door Car,1,C,2
8122,Arizona,No,2,High School or Below,Employed,F,Suburban,Married,1,Web,SUV,2,P,3
8123,Oregon,No,1,High School or Below,Employed,F,Urban,Married,3,Agent,SUV,1,P,3
8124,California,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Web,Luxury Car,2,P,3
8125,Washington,No,3,High School or Below,Employed,F,Suburban,Married,1,Agent,Two-Door Car,2,C,2
8126,California,No,2,Bachelor,Other,M,Rural,Single,3,Agent,Four-Door Car,2,P,3
8127,California,No,3,High School or Below,Employed,M,Rural,Single,3,Agent,Four-Door Car,2,P,2
8128,California,No,1,College,Unemployed,F,Urban,Single,2,Call Center,Four-Door Car,2,C,2
8129,Oregon,No,2,High School or Below,Employed,M,Suburban,Married,1,Branch,SUV,2,P,1
8130,Oregon,Yes,3,Bachelor,Employed,F,Suburban,Single,1,Branch,Two-Door Car,2,C,3
8131,California,No,1,High School or Below,Employed,F,Urban,Single,1,Agent,Two-Door Car,2,C,2
8132,California,No,2,High School or Below,Employed,M,Suburban,Married,2,Branch,Four-Door Car,1,P,3
8133,California,Yes,3,High School or Below,Employed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,2
8134,Washington,No,2,Bachelor,Employed,F,Suburban,Married,2,Branch,Four-Door Car,1,C,1
8135,Arizona,No,3,Bachelor,Employed,F,Urban,Married,1,Agent,Two-Door Car,2,S,3
8136,Nevada,No,1,College,Employed,F,Urban,Single,3,Branch,Four-Door Car,2,P,2
8137,California,No,3,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,3,C,1
8138,California,No,2,College,Employed,F,Urban,Single,2,Agent,Four-Door Car,2,P,3
8139,Arizona,Yes,1,Bachelor,Employed,F,Urban,Married,2,Branch,SUV,2,P,3
8140,Washington,Yes,1,College,Other,F,Suburban,Single,2,Web,Four-Door Car,3,P,3
8141,Oregon,No,2,College,Unemployed,M,Suburban,Single,1,Call Center,SUV,2,C,3
8142,Arizona,No,2,Master and Above,Employed,F,Suburban,Single,1,Agent,Two-Door Car,1,P,3
8143,Arizona,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Web,Four-Door Car,3,C,3
8144,California,No,1,College,Employed,M,Urban,Married,2,Web,Two-Door Car,2,P,2
8145,Nevada,Yes,1,Bachelor,Employed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
8146,California,No,2,Bachelor,Other,M,Suburban,Married,2,Call Center,Two-Door Car,3,P,3
8147,Oregon,No,3,College,Employed,F,Rural,Married,3,Agent,Four-Door Car,2,P,3
8148,Washington,Yes,2,High School or Below,Employed,F,Suburban,Married,1,Branch,SUV,2,C,3
8149,Oregon,Yes,1,College,Employed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,1
8150,Oregon,No,2,College,Employed,M,Urban,Single,1,Call Center,Luxury Car,2,P,3
8151,Washington,No,2,High School or Below,Other,M,Suburban,Married,4,Agent,Four-Door Car,2,P,3
8152,Arizona,No,1,Bachelor,Employed,M,Suburban,Married,3,Branch,Four-Door Car,2,P,1
8153,Arizona,No,1,College,Employed,M,Urban,Married,2,Branch,Four-Door Car,2,P,1
8154,Arizona,No,1,Master and Above,Employed,F,Rural,Single,1,Agent,Four-Door Car,2,P,1
8155,California,No,3,College,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,2
8156,Oregon,No,1,Bachelor,Employed,F,Rural,Married,3,Branch,SUV,2,C,3
8157,California,Yes,1,Bachelor,Employed,F,Urban,Single,2,Web,Two-Door Car,2,C,3
8158,Oregon,No,2,Master and Above,Employed,M,Urban,Single,1,Agent,Two-Door Car,3,P,2
8159,Arizona,No,2,High School or Below,Unemployed,F,Suburban,Married,1,Branch,SUV,1,S,2
8160,Arizona,No,1,College,Employed,M,Suburban,Single,1,Web,Luxury Car,2,P,3
8161,California,No,2,College,Employed,M,Urban,Married,3,Agent,Four-Door Car,1,P,1
8162,Oregon,Yes,2,Master and Above,Employed,M,Suburban,Married,2,Branch,SUV,2,P,3
8163,California,Yes,1,College,Other,M,Suburban,Married,2,Agent,Two-Door Car,2,P,3
8164,Oregon,No,1,Master and Above,Unemployed,M,Rural,Single,1,Branch,Four-Door Car,3,P,3
8165,Oregon,Yes,2,College,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,P,3
8166,Arizona,Yes,1,College,Unemployed,F,Suburban,Married,1,Agent,SUV,2,P,2
8167,Nevada,No,3,Bachelor,Unemployed,F,Suburban,Married,3,Web,Luxury Car,2,P,1
8168,Washington,No,3,Bachelor,Employed,F,Suburban,Married,3,Agent,Two-Door Car,2,C,2
8169,Arizona,No,1,Bachelor,Employed,F,Rural,Married,1,Web,Two-Door Car,2,P,3
8170,California,No,2,Bachelor,Employed,F,Suburban,Single,3,Branch,Four-Door Car,2,P,3
8171,California,No,1,College,Unemployed,F,Suburban,Single,2,Web,Four-Door Car,3,P,1
8172,California,No,2,High School or Below,Employed,M,Suburban,Single,2,Branch,Four-Door Car,1,P,3
8173,Arizona,No,1,High School or Below,Employed,M,Suburban,Married,2,Web,SUV,2,P,3
8174,California,No,1,Master and Above,Employed,M,Urban,Married,3,Branch,Two-Door Car,2,P,2
8175,Nevada,No,2,Bachelor,Employed,M,Rural,Married,2,Web,Four-Door Car,2,C,2
8176,Arizona,No,1,Master and Above,Employed,F,Suburban,Married,2,Agent,Four-Door Car,3,C,3
8177,California,No,2,Bachelor,Employed,M,Suburban,Single,1,Agent,SUV,2,P,3
8178,Washington,No,2,Bachelor,Employed,F,Suburban,Married,4,Web,Four-Door Car,2,P,2
8179,Oregon,No,2,Bachelor,Employed,F,Urban,Married,4,Call Center,Two-Door Car,2,S,2
8180,California,No,2,High School or Below,Employed,M,Suburban,Single,1,Agent,Two-Door Car,2,P,1
8181,Nevada,No,2,Bachelor,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,2
8182,Arizona,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,3,P,3
8183,Washington,Yes,1,College,Other,M,Suburban,Single,1,Agent,Two-Door Car,2,P,3
8184,Washington,No,3,High School or Below,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,2,C,2
8185,California,No,2,Bachelor,Employed,F,Suburban,Married,1,Branch,SUV,2,P,2
8186,California,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Web,Four-Door Car,2,C,3
8187,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Married,1,Agent,Four-Door Car,2,P,1
8188,Arizona,No,1,Master and Above,Unemployed,F,Rural,Married,2,Call Center,Four-Door Car,2,P,2
8189,Oregon,No,2,High School or Below,Other,F,Suburban,Single,1,Agent,Four-Door Car,1,P,1
8190,Arizona,Yes,1,High School or Below,Unemployed,F,Suburban,Single,1,Web,Luxury Car,2,P,2
8191,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Married,3,Branch,SUV,1,P,1
8192,Washington,No,1,Bachelor,Employed,F,Suburban,Married,2,Web,Four-Door Car,2,P,3
8193,Nevada,No,1,High School or Below,Employed,F,Rural,Married,2,Web,SUV,2,C,3
8194,California,No,3,Bachelor,Unemployed,M,Suburban,Single,1,Web,Four-Door Car,2,P,3
8195,California,No,1,High School or Below,Unemployed,F,Suburban,Single,3,Branch,Two-Door Car,1,P,2
8196,California,No,1,College,Unemployed,F,Suburban,Single,1,Branch,SUV,2,P,2
8197,Oregon,No,2,College,Other,F,Suburban,Married,1,Call Center,SUV,2,P,2
8198,California,No,1,College,Unemployed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
8199,California,No,2,College,Employed,M,Suburban,Married,2,Agent,Two-Door Car,2,S,3
